歌手名字,歌手ID
ZaleLes,12118026
昭宥,866090
JN,125546
敏雅,493780
Yulia,126151
이아람,12474074
李珍雅,1032432
Ali,125183
Cydney,552732
Han All,1007067
Jinsil,1025248
淑熙,125935
郑世珍,1085025
张才人,126210
Taru,126014
Tiffany Young,126009
조하니,1050158
李妍智,125549
星,126061
林允儿,126130
全秀妍,125869
Jessi,1050232
Heize,964049
李遐怡,181009
LYn,125617
沈圭善,125968
张娜拉,126174
尹恩惠,126099
DJ Soda,12046196
Younha,126101
PUP,12259460
Krystal,125591
Yangpa,125610
朴智敏,827360
진호,125581
가음,1193519
Lu Sienna,125236
朴素妍,787194
米娜,125755
郑仁,126191
雪娥,12098020
Wax,126112
赵贤雅,718007
白艺潾,1050333
Ben,783299
金宝京,125543
Aries,1181090
郑恩地,174005
Hani,1081893
歌手名字,歌手ID
BTS (防弹少年团),783124
EXO,759509
脸红的思春期,1039524
BIGBANG,126339
T-ara,127815
少女时代,126793
GOT7,881021
BLACKPINK,12068017
(G)I-DLE,14055085
Red Velvet,976157
宇宙少女,1193531
TWICE,1161043
iKON,1011143
Super Junior,127587
f(x),127043
PENTAGON,12041119
CNBLUE,126524
EXID,126721
ASTRO,11996164
레게 강 같은 평화 (RGP),159554
SHINee,127582
WINNER,976163
TAIBIAN,830062
Triple H,12369104
下垂的蜗牛,128134
Trouble Maker,161330
DAViCHi,126592
BTOB,126454
NCT DREAM,12107352
StudioEIM,11978034
hyukoh,1054167
Wizet,1132171
Leessang,127089
Beast,126377
4MINUTE,128176
The Royal Concept,104353
Apink,126277
Wonder Girls,128048
SUPER JUNIOR-D&E(东海&银赫),896940
CLC,1053145
Rocoberry,916094
2PM,128182
AOA,126312
东方神起,126614
2NE1,128177
Plastic,896043
高耀太,126797
We Are the Night,792757
EXO-K,126722
MZJ,12198272
G'Night Stand,1192052
青春学概论,1103095
miss A,127210
Epik High,126682
Clubhunter,126504
Weki Meki,12505884
GFRIEND,1046043
Kara,127055
Infinite,126982
EXO-CBX,12155133
DAY6,1146052
许空&孙振英,1191217
이웃집 꽃순이,12262858
Standing Egg,127686
NCT 127,12073222
神话,127584
Brown Eyed Girls,126327
屋顶月光,128040
B1A4,126409
Wanna One,12506025
SEVENTEEN,1080132
Mamamoo,868006
Dazzling Red,673006
七公主,127485
GD X TAEYANG,1032279
Seenroot,1060006
DIA,1144034
FTISLAND,126737
10cm,128195
Crayon Pop,126581
乐童音乐家,758041
발라드 공장,12776147
少女时代-TaeTiSeo,159879
Girl's Day,126828
Blue Eyelids,1150274
Lovelyz,1026002
乌龟组合,128028
挪威森林,1019698
NÉONHÈART,12273083
Therion,78203
Dynamic Black,712054
강아지 음악,12474644
SS501,127585
JYJ,159051
After School,126236
As One,126243
DancingLi0n舞狮,12367045
Stellar,127714
Stray Kids,12647860
B.A.P,126438
